Street;Neighbourhood;City;Zipcode;Country;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Location;Cancellation Policy;Reviews per Month
La Latina, Madrid, Community of Madrid 28005, Spain;La Latina;Madrid;28005;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;69.0;120.0;25.0;2;18;2;2;2;2;234;27;9.0;moderate;0.62
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;70.0;200.0;20.0;4;10;3;3;12;27;273;71;10.0;moderate;4.02
Madrid, Comunidad de Madrid 28027, Spain;;Madrid;28027;Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Essentials;;30.0;;;1;0;1;0;0;0;0;0;;flexible;
Prosperidad, Madrid, Comunidad de Madrid 28002, Spain;Prosperidad;Madrid;28002;Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;;50.0;100.0;10.0;2;10;2;9;31;61;336;40;10.0;moderate;2.61
Madrid, Comunidad de Madrid 28010, Spain;;Madrid;28010;Spain;Loft;Shared room;1;1.0;1.0;1.0;Pull-out Sofa;Wireless Internet,Kitchen,Buzzer/wireless intercom,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;;18.0;;;1;0;2;0;0;0;0;11;10.0;strict;0.45
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Essentials,Shampoo,24-hour check-in,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance;;40.0;95.0;12.0;1;0;2;15;31;57;330;20;10.0;moderate;4.76
Carabanchel, Madrid, Comunidad de Madrid 28019, Spain;Carabanchel;Madrid;28019;Spain;Apartment;Private room;1;0.0;1.0;1.0;Real Bed;Cable TV,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,24-hour check-in,Hangers,Laptop friendly workspace;;35.0;;;1;0;1;30;60;90;365;0;;flexible;
Aluche, Madrid, Comunidad de Madrid 28011, Spain;Aluche;Madrid;28011;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49;;11.0;;;1;0;1;19;42;42;139;0;;flexible;
Aluche, Madrid, Comunidad de Madrid 28024, Spain;Aluche;Madrid;28024;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;;21.0;;;1;0;1;5;5;12;102;8;9.0;flexible;1.4
Madrid, Comunidad de Madrid 28004, Spain;;Madrid;28004;Spain;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;25.0;;;1;0;1;8;8;8;46;64;10.0;strict;5.05
Madrid, Comunidad de Madrid 28028, Spain;;Madrid;28028;Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Breakfast,Elevator in building,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;35.0;;;1;5;1;0;2;32;32;7;10.0;flexible;1.04
Madrid, Comunidad de Madrid 28012, Spain;;Madrid;28012;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Essentials;;35.0;;10.0;1;5;1;29;59;83;83;0;;flexible;
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;75.0;150.0;40.0;2;15;1;9;15;32;299;28;10.0;flexible;3.01
Madrid, Comunidad de Madrid 28004, Spain;;Madrid;28004;Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;30.0;95.0;15.0;1;0;1;11;37;64;339;0;;moderate;
Madrid, Comunidad de Madrid 28029, Spain;;Madrid;28029;Spain;House;Private room;2;2.0;1.0;1.0;Pull-out Sofa;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;30.0;94.0;20.0;1;30;1;29;59;89;179;0;;strict;
Usera, Madrid, Community of Madrid 28041, Spain;Usera;Madrid;28041;Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Iron;;19.0;;5.0;1;6;2;22;22;22;22;4;8.0;flexible;0.17
Madrid, Community of Madrid, Spain;;Madrid;;Spain;Apartment;Private room;4;1.0;1.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;58.0;150.0;20.0;1;12;1;11;27;47;306;48;10.0;moderate;6.46
Madrid, Comunidad de Madrid, Spain;;Madrid;;Spain;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;200.0;200.0;40.0;1;0;2;12;31;55;330;7;10.0;moderate;3.33
Madrid, Community of Madrid 28010, Spain;;Madrid;28010;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Hair dryer,Iron;;100.0;200.0;33.0;1;0;4;6;26;56;331;0;;flexible;
Madrid, Comunidad de Madrid 28005, Spain;;Madrid;28005;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;16.0;;10.0;1;0;2;0;0;0;0;3;10.0;flexible;0.47
Cortes, Madrid, Comunidad de Madrid 28014, Spain;Cortes;Madrid;28014;Spain;Apartment;Entire home/apt;6;2.0;2.0;5.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smartlock;;149.0;300.0;48.0;4;15;4;10;23;40;304;51;10.0;strict;2.15
Madrid, Madrid 28037, Spain;;Madrid;28037;Spain;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Shampoo;;45.0;;30.0;1;10;4;7;10;16;258;147;9.0;moderate;2.79
Goya, Madrid, Comunidad de Madrid 28009, Spain;Goya;Madrid;28009;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Pets live on this property,Other pet(s),Elevator in building,Heating,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49;;30.0;;;1;0;1;14;35;65;75;0;;moderate;
Madrid, Comunidad de Madrid 28012, Spain;;Madrid;28012;Spain;Loft;Private room;1;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Heating,Essentials,Hangers,translation missing: en.hosting_amenity_49;;48.0;100.0;20.0;1;0;3;30;60;90;91;0;;flexible;
Castellana, Madrid, Comunidad de Madrid 28006, Spain;Castellana;Madrid;28006;Spain;Apartment;Entire home/apt;10;3.0;3.0;5.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;220.0;500.0;50.0;6;15;3;12;32;56;161;7;10.0;moderate;3.23
La Latina, Madrid, Madrid 28005, Spain;La Latina;Madrid;28005;Spain;Apartment;Entire home/apt;4;1.0;2.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Iron;700.0;100.0;100.0;30.0;2;10;3;4;7;24;299;50;10.0;moderate;0.75
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;5;2.0;3.0;3.0;Real Bed;Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Shampoo;;105.0;;30.0;1;0;1;0;0;0;0;1;6.0;flexible;0.05
Castellana, Madrid, Community of Madrid 28006, Spain;Castellana;Madrid;28006;Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Heating,Essentials,Shampoo,Hair dryer,Iron;0.0;29.0;100.0;40.0;1;15;2;10;33;63;338;40;10.0;strict;0.79
Castellana, Madrid, Comunidad de Madrid 28006, Spain;Castellana;Madrid;28006;Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer;;50.0;;12.0;1;10;3;0;0;1;276;0;;strict;
Madrid, Comunidad de Madrid 28020, Spain;;Madrid;28020;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Breakfast,Elevator in building,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;85.0;20.0;1;0;2;29;59;89;364;2;10.0;flexible;0.35
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;Wireless Internet,Kitchen,Family/kid friendly,Washer,Essentials;;100.0;;;2;20;1;27;57;87;362;31;9.0;flexible;1.37
Ibiza, Madrid, Comunidad de Madrid 28009, Spain;Ibiza;Madrid;28009;Spain;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;130.0;30.0;2;10;3;1;1;1;217;59;10.0;flexible;1.93
Legazpi, Madrid, Comunidad de Madrid 28045, Spain;Legazpi;Madrid;28045;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;100.0;150.0;40.0;2;10;2;16;36;61;81;3;10.0;moderate;0.5
Malasaña, Madrid, Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;6;1.5;3.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;75.0;119.0;200.0;48.0;2;11;4;12;27;40;285;3;9.0;moderate;0.11
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox;0.0;73.0;100.0;40.0;2;15;2;1;10;18;259;3;10.0;strict;0.17
Embajadores, Madrid, Community of Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Self Check-In,Lockbox;;50.0;;20.0;2;8;3;4;10;16;291;47;8.0;moderate;1.65
Cortes, Madrid, Comunidad de Madrid 28012, Spain;Cortes;Madrid;28012;Spain;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;90.0;190.0;49.0;4;10;2;2;8;12;210;6;10.0;strict;6.0
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;68.0;150.0;30.0;1;0;2;10;18;35;125;4;10.0;flexible;2.93
Madrid, Comunidad de Madrid 28016, Spain;;Madrid;28016;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Pool,Kitchen,Free parking on premises,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;75.0;100.0;30.0;1;0;2;21;51;81;82;2;10.0;moderate;0.33
Palacio, Madrid, Comunidad de Madrid 28013, Spain;Palacio;Madrid;28013;Spain;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;100.0;150.0;30.0;4;15;2;4;18;44;129;12;10.0;flexible;2.57
Madrid, Community of Madrid 28010, Spain;;Madrid;28010;Spain;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;130.0;;40.0;1;0;2;1;1;4;279;35;10.0;strict;0.97
Castillejos, Madrid, Comunidad de Madrid 28020, Spain;Castillejos;Madrid;28020;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;17.0;;;1;0;2;0;0;0;269;6;9.0;flexible;4.74
Legazpi, Madrid, Comunidad de Madrid 28045, Spain;Legazpi;Madrid;28045;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator in building,Heating,Washer,Essentials;;50.0;;30.0;1;0;10;0;0;0;0;0;;flexible;
Madrid, Comunidad de Madrid 28037, Spain;;Madrid;28037;Spain;Loft;Entire home/apt;4;1.5;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;59.0;100.0;40.0;3;0;3;2;11;41;131;42;8.0;strict;2.23
Trafalgar, Madrid, Comunidad de Madrid 28010, Spain;Trafalgar;Madrid;28010;Spain;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;39.0;;15.0;1;0;1;6;25;45;311;14;10.0;flexible;1.44
Madrid, Community of Madrid 28012, Spain;;Madrid;28012;Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;20.0;;15.0;1;5;10;0;6;36;311;2;10.0;strict;0.1
Palos do Moguer, Madrid, Comunidad de Madrid 28045, Spain;Palos do Moguer;Madrid;28045;Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;15.0;;;1;0;1;0;0;0;0;2;10.0;flexible;0.19
Sol, Madrid, Madrid 28012, Spain;Sol;Madrid;28012;Spain;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;431.0;77.0;200.0;33.0;2;11;10;7;19;26;301;15;10.0;flexible;0.31
Madrid, Comunidad de Madrid 28015, Spain;;Madrid;28015;Spain;Apartment;Private room;5;1.0;1.0;3.0;Real Bed;Wireless Internet,Kitchen,Heating,Family/kid friendly,Essentials,Hair dryer;;22.0;;;1;8;1;0;4;5;247;27;10.0;moderate;4.38
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Essentials;;89.0;500.0;39.0;1;0;3;8;8;9;284;20;10.0;strict;1.6
Cortes, Madrid, Comunidad de Madrid 28014, Spain;Cortes;Madrid;28014;Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;42.0;;;1;0;2;25;55;85;360;5;9.0;strict;0.22
Madrid, Comunidad de Madrid 28003, Spain;;Madrid;28003;Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;20.0;;;1;10;4;6;36;66;341;5;10.0;moderate;0.34
Madrid, Comunidad de Madrid 28019, Spain;;Madrid;28019;Spain;House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Essentials,translation missing: en.hosting_amenity_50;;42.0;;14.0;4;5;2;0;12;42;132;2;6.0;flexible;0.62
Ciudad Lineal, Madrid, Comunidad de Madrid 28027, Spain;Ciudad Lineal;Madrid;28027;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;25.0;;;1;0;1;29;59;89;364;6;9.0;flexible;0.95
La Latina, Madrid, Comunidad de Madrid 28012, Spain;La Latina;Madrid;28012;Spain;Loft;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Hot tub,Heating,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo;;60.0;;60.0;1;0;16;0;0;0;0;0;;flexible;
Sol, Madrid, Comunidad de Madrid 28014, Spain;Sol;Madrid;28014;Spain;Apartment;Entire home/apt;6;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;199.0;;;4;20;4;16;16;16;172;1;10.0;flexible;0.31
